date,equal_weight,mean_variance,risk_parity,hrp,black_litterman
2018-03-08,1087610.4039100395,1087610.4039100395,1087610.4039100395,1087610.4039100395,1087610.4039100395
2018-03-09,1087497.9038066631,1087497.9038066631,1087497.9038066631,1087497.9038066631,1087497.9038066631
2018-03-12,1083125.4515767277,1083125.4515767277,1083125.4515767277,1083125.4515767277,1083125.4515767277
2018-03-13,1105747.7818296917,1105747.7818296917,1105747.7818296917,1105747.7818296917,1105747.7818296917
2018-03-14,1116901.7779576308,1116901.7779576308,1116901.7779576308,1116901.7779576308,1116901.7779576308
2018-03-15,1149342.8254881836,1149342.8254881836,1149342.8254881836,1149342.8254881836,1149342.8254881836
2018-03-16,1166966.0470031158,1166966.0470031158,1166966.0470031158,1166966.0470031158,1166966.0470031158
2018-03-19,1159058.4540296395,1159058.4540296395,1159058.4540296395,1159058.4540296395,1159058.4540296395
2018-03-20,1164858.717975865,1164858.717975865,1164858.717975865,1164858.717975865,1164858.717975865
2018-03-21,1149738.966095755,1149738.966095755,1149738.966095755,1149738.966095755,1149738.966095755
2018-03-22,1153064.7831518748,1153064.7831518748,1153064.7831518748,1153064.7831518748,1153064.7831518748
2018-03-23,1129559.3740578091,1129559.3740578091,1129559.3740578091,1129559.3740578091,1129559.3740578091
2018-03-26,1121972.0268568539,1121972.0268568539,1121972.0268568539,1121972.0268568539,1121972.0268568539
2018-03-27,1128992.1250732725,1128992.1250732725,1128992.1250732725,1128992.1250732725,1128992.1250732725
2018-03-28,1109736.531060805,1109736.531060805,1109736.531060805,1109736.531060805,1109736.531060805
2018-03-29,1101062.51736145,1101062.51736145,1101062.51736145,1101062.51736145,1101062.51736145
2018-03-30,1091392.360853392,1091392.360853392,1091392.360853392,1091392.360853392,1091392.360853392
2018-04-02,1096632.491522438,1096632.491522438,1096632.491522438,1096632.491522438,1096632.491522438
2018-04-03,1084234.8849073732,1084234.8849073732,1084234.8849073732,1084234.8849073732,1084234.8849073732
2018-04-04,1092141.954886775,1092141.954886775,1092141.954886775,1092141.954886775,1092141.954886775
2018-04-05,1076395.1607019296,1076395.1607019296,1076395.1607019296,1076395.1607019296,1076395.1607019296
2018-04-06,1066936.5675874313,1066936.5675874313,1066936.5675874313,1066936.5675874313,1066936.5675874313
2018-04-09,1089002.8242844462,1089002.8242844462,1089002.8242844462,1089002.8242844462,1089002.8242844462
2018-04-10,1093936.6270137688,1093936.6270137688,1093936.6270137688,1093936.6270137688,1093936.6270137688
2018-04-11,1099332.2768380987,1099332.2768380987,1099332.2768380987,1099332.2768380987,1099332.2768380987
2018-04-12,1087968.0780661646,1087968.0780661646,1087968.0780661646,1087968.0780661646,1087968.0780661646
2018-04-13,1106163.0960109713,1106163.0960109713,1106163.0960109713,1106163.0960109713,1106163.0960109713
2018-04-16,1102285.016079012,1102285.016079012,1102285.016079012,1102285.016079012,1102285.016079012
2018-04-17,1113698.139074089,1113698.139074089,1113698.139074089,1113698.139074089,1113698.139074089
2018-04-18,1119231.6553262102,1119231.6553262102,1119231.6553262102,1119231.6553262102,1119231.6553262102
2018-04-19,1137836.874710298,1137836.874710298,1137836.874710298,1137836.874710298,1137836.874710298
2018-04-20,1144789.0505683525,1144789.0505683525,1144789.0505683525,1144789.0505683525,1144789.0505683525
2018-04-23,1151895.4031831557,1151895.4031831557,1151895.4031831557,1151895.4031831557,1151895.4031831557
2018-04-24,1143081.8178878694,1143081.8178878694,1143081.8178878694,1143081.8178878694,1143081.8178878694
2018-04-25,1154055.7037685576,1154055.7037685576,1154055.7037685576,1154055.7037685576,1154055.7037685576
2018-04-26,1160522.4065836654,1160522.4065836654,1160522.4065836654,1160522.4065836654,1160522.4065836654
2018-04-27,1177494.0219295353,1177494.0219295353,1177494.0219295353,1177494.0219295353,1177494.0219295353
2018-04-30,1185862.320336884,1185862.320336884,1185862.320336884,1185862.320336884,1185862.320336884
2018-05-01,1175143.0156872405,1175143.0156872405,1175143.0156872405,1175143.0156872405,1175143.0156872405
2018-05-02,1177801.8472639716,1177801.8472639716,1177801.8472639716,1177801.8472639716,1177801.8472639716
2018-05-03,1166511.1323769721,1166511.1323769721,1166511.1323769721,1166511.1323769721,1166511.1323769721
2018-05-04,1165703.532352955,1165703.532352955,1165703.532352955,1165703.532352955,1165703.532352955
2018-05-07,1152719.315115259,1152719.315115259,1152719.315115259,1152719.315115259,1152719.315115259
2018-05-08,1150638.5256116732,1150638.5256116732,1150638.5256116732,1150638.5256116732,1150638.5256116732
2018-05-09,1153439.5218634119,1153439.5218634119,1153439.5218634119,1153439.5218634119,1153439.5218634119
2018-05-10,1169409.2445911067,1169409.2445911067,1169409.2445911067,1169409.2445911067,1169409.2445911067
2018-05-11,1167979.8790249934,1167979.8790249934,1167979.8790249934,1167979.8790249934,1167979.8790249934
2018-05-14,1173335.6754711163,1173335.6754711163,1173335.6754711163,1173335.6754711163,1173335.6754711163
2018-05-15,1180073.0401984144,1180073.0401984144,1180073.0401984144,1180073.0401984144,1180073.0401984144
2018-05-16,1197570.8129980885,1197570.8129980885,1197570.8129980885,1197570.8129980885,1197570.8129980885
2018-05-17,1190505.7439283056,1190505.7439283056,1190505.7439283056,1190505.7439283056,1190505.7439283056
2018-05-18,1216446.2820221882,1216446.2820221882,1216446.2820221882,1216446.2820221882,1216446.2820221882
2018-05-21,1235873.0399089297,1235873.0399089297,1235873.0399089297,1235873.0399089297,1235873.0399089297
2018-05-22,1248593.7366795305,1248593.7366795305,1248593.7366795305,1248593.7366795305,1248593.7366795305
2018-05-23,1238468.1984453239,1238468.1984453239,1238468.1984453239,1238468.1984453239,1238468.1984453239
2018-05-24,1230664.4150702553,1230664.4150702553,1230664.4150702553,1230664.4150702553,1230664.4150702553
2018-05-25,1230298.635474469,1230298.635474469,1230298.635474469,1230298.635474469,1230298.635474469
2018-05-28,1230509.741308532,1230509.741308532,1230509.741308532,1230509.741308532,1230509.741308532
2018-05-29,1253012.399818261,1253012.399818261,1253012.399818261,1253012.399818261,1253012.399818261
2018-05-30,1255537.324898843,1255537.324898843,1255537.324898843,1255537.324898843,1255537.324898843
2018-05-31,1228344.0667044772,1228344.0667044772,1228344.0667044772,1228344.0667044772,1228344.0667044772
2018-06-01,1228813.2636667,1228813.2636667,1228813.2636667,1228813.2636667,1228813.2636667
2018-06-04,1239367.2306879254,1239367.2306879254,1239367.2306879254,1239367.2306879254,1239367.2306879254
2018-06-05,1252029.6202369127,1252029.6202369127,1252029.6202369127,1252029.6202369127,1252029.6202369127
2018-06-06,1260921.4789184958,1260921.4789184958,1260921.4789184958,1260921.4789184958,1260921.4789184958
2018-06-07,1252688.6900966247,1252688.6900966247,1252688.6900966247,1252688.6900966247,1252688.6900966247
2018-06-08,1265239.5693599673,1265239.5693599673,1265239.5693599673,1265239.5693599673,1265239.5693599673
2018-06-11,1275214.4615415074,1275214.4615415074,1275214.4615415074,1275214.4615415074,1275214.4615415074
2018-06-12,1282992.6559744733,1282992.6559744733,1282992.6559744733,1282992.6559744733,1282992.6559744733
2018-06-13,1282391.7142546563,1282391.7142546563,1282391.7142546563,1282391.7142546563,1282391.7142546563
2018-06-14,1286944.7654601785,1286944.7654601785,1286944.7654601785,1286944.7654601785,1286944.7654601785
2018-06-15,1285996.6022705801,1285996.6022705801,1285996.6022705801,1285996.6022705801,1285996.6022705801
2018-06-18,1285183.4389700291,1285183.4389700291,1285183.4389700291,1285183.4389700291,1285183.4389700291
2018-06-19,1291210.691430524,1291210.691430524,1291210.691430524,1291210.691430524,1291210.691430524
2018-06-20,1308829.6895726223,1308829.6895726223,1308829.6895726223,1308829.6895726223,1308829.6895726223
2018-06-21,1318949.088695946,1318949.088695946,1318949.088695946,1318949.088695946,1318949.088695946
2018-06-22,1325460.681800091,1325460.681800091,1325460.681800091,1325460.681800091,1325460.681800091
2018-06-25,1325699.1419169218,1325699.1419169218,1325699.1419169218,1325699.1419169218,1325699.1419169218
2018-06-26,1314040.2577860535,1314040.2577860535,1314040.2577860535,1314040.2577860535,1314040.2577860535
2018-06-27,1322547.142727144,1322547.142727144,1322547.142727144,1322547.142727144,1322547.142727144
2018-06-28,1323345.1213134287,1323345.1213134287,1323345.1213134287,1323345.1213134287,1323345.1213134287
2018-06-29,1316347.4925598088,1316347.4925598088,1316347.4925598088,1316347.4925598088,1316347.4925598088
2018-07-02,1296385.0523478598,1296385.0523478598,1296385.0523478598,1296385.0523478598,1296385.0523478598
2018-07-03,1262655.9507880714,1262655.9507880714,1262655.9507880714,1262655.9507880714,1262655.9507880714
2018-07-04,1256354.7566101812,1256354.7566101812,1256354.7566101812,1256354.7566101812,1256354.7566101812
2018-07-05,1232751.8043276814,1232751.8043276814,1232751.8043276814,1232751.8043276814,1232751.8043276814
2018-07-06,1236088.7223689726,1236088.7223689726,1236088.7223689726,1236088.7223689726,1236088.7223689726
2018-07-09,1222094.1851427879,1222094.1851427879,1222094.1851427879,1222094.1851427879,1222094.1851427879
2018-07-10,1238210.511546337,1238210.511546337,1238210.511546337,1238210.511546337,1238210.511546337
2018-07-11,1250438.6341906465,1250438.6341906465,1250438.6341906465,1250438.6341906465,1250438.6341906465
2018-07-12,1276305.4382160525,1276305.4382160525,1276305.4382160525,1276305.4382160525,1276305.4382160525
2018-07-13,1255922.436106801,1255922.436106801,1255922.436106801,1255922.436106801,1255922.436106801
2018-07-16,1268177.341692124,1268177.341692124,1268177.341692124,1268177.341692124,1268177.341692124
2018-07-17,1266373.7310148668,1266373.7310148668,1266373.7310148668,1266373.7310148668,1266373.7310148668
2018-07-18,1257792.2757611612,1257792.2757611612,1257792.2757611612,1257792.2757611612,1257792.2757611612
2018-07-19,1258842.5344965286,1258842.5344965286,1258842.5344965286,1258842.5344965286,1258842.5344965286
2018-07-20,1274518.7265156314,1274518.7265156314,1274518.7265156314,1274518.7265156314,1274518.7265156314
2018-07-23,1269167.0138341414,1269167.0138341414,1269167.0138341414,1269167.0138341414,1269167.0138341414
2018-07-24,1280519.975065329,1280519.975065329,1280519.975065329,1280519.975065329,1280519.975065329
2018-07-25,1283731.4752441929,1283731.4752441929,1283731.4752441929,1283731.4752441929,1283731.4752441929
2018-07-26,1309637.2705546743,1309637.2705546743,1309637.2705546743,1309637.2705546743,1309637.2705546743
2018-07-27,1296065.9228942127,1296065.9228942127,1296065.9228942127,1296065.9228942127,1296065.9228942127
2018-07-30,1279566.1059033135,1279566.1059033135,1279566.1059033135,1279566.1059033135,1279566.1059033135
2018-07-31,1274077.5878915503,1274077.5878915503,1274077.5878915503,1274077.5878915503,1274077.5878915503
2018-08-01,1253123.8689404475,1253123.8689404475,1253123.8689404475,1253123.8689404475,1253123.8689404475
2018-08-02,1279640.7763488477,1279640.7763488477,1279640.7763488477,1279640.7763488477,1279640.7763488477
2018-08-03,1266238.4548750087,1266238.4548750087,1266238.4548750087,1266238.4548750087,1266238.4548750087
2018-08-06,1265158.8983924107,1265158.8983924107,1265158.8983924107,1265158.8983924107,1265158.8983924107
2018-08-07,1258916.7746204205,1258916.7746204205,1258916.7746204205,1258916.7746204205,1258916.7746204205
2018-08-08,1265619.22592459,1265619.22592459,1265619.22592459,1265619.22592459,1265619.22592459
2018-08-09,1266907.504587297,1266907.504587297,1266907.504587297,1266907.504587297,1266907.504587297
2018-08-10,1260603.9895668915,1260603.9895668915,1260603.9895668915,1260603.9895668915,1260603.9895668915
2018-08-13,1261708.7932747838,1261708.7932747838,1261708.7932747838,1261708.7932747838,1261708.7932747838
2018-08-14,1264125.8512046072,1264125.8512046072,1264125.8512046072,1264125.8512046072,1264125.8512046072
2018-08-15,1283851.6942830903,1283851.6942830903,1283851.6942830903,1283851.6942830903,1283851.6942830903
2018-08-16,1258913.0124613096,1258913.0124613096,1258913.0124613096,1258913.0124613096,1258913.0124613096
2018-08-17,1278248.6263931922,1278248.6263931922,1278248.6263931922,1278248.6263931922,1278248.6263931922
2018-08-20,1280076.4155244066,1280076.4155244066,1280076.4155244066,1280076.4155244066,1280076.4155244066
2018-08-21,1282301.08622285,1282301.08622285,1282301.08622285,1282301.08622285,1282301.08622285
2018-08-22,1271713.4889967248,1271713.4889967248,1271713.4889967248,1271713.4889967248,1271713.4889967248
2018-08-23,1252186.11210954,1252186.11210954,1252186.11210954,1252186.11210954,1252186.11210954
2018-08-24,1252658.6610072907,1252658.6610072907,1252658.6610072907,1252658.6610072907,1252658.6610072907
2018-08-27,1267825.1277673377,1267825.1277673377,1267825.1277673377,1267825.1277673377,1267825.1277673377
2018-08-28,1279895.6691826768,1279895.6691826768,1279895.6691826768,1279895.6691826768,1279895.6691826768
2018-08-29,1261444.072598913,1261444.072598913,1261444.072598913,1261444.072598913,1261444.072598913
2018-08-30,1295838.1550985586,1295838.1550985586,1295838.1550985586,1295838.1550985586,1295838.1550985586
2018-08-31,1300234.6682720038,1300234.6682720038,1300234.6682720038,1300234.6682720038,1300234.6682720038
2018-09-03,1314618.1386322954,1314618.1386322954,1314618.1386322954,1314618.1386322954,1314618.1386322954
2018-09-04,1350371.9431092325,1350371.9431092325,1350371.9431092325,1350371.9431092325,1350371.9431092325
2018-09-05,1344295.4744369283,1344295.4744369283,1344295.4744369283,1344295.4744369283,1344295.4744369283
2018-09-06,1325294.9872677557,1325294.9872677557,1325294.9872677557,1325294.9872677557,1325294.9872677557
2018-09-07,1309791.634503073,1309791.634503073,1309791.634503073,1309791.634503073,1309791.634503073
2018-09-10,1314476.7589346208,1314476.7589346208,1314476.7589346208,1314476.7589346208,1314476.7589346208
2018-09-11,1298714.61995054,1298714.61995054,1298714.61995054,1298714.61995054,1298714.61995054
2018-09-12,1283579.259943439,1283579.259943439,1283579.259943439,1283579.259943439,1283579.259943439
2018-09-13,1269124.0976294635,1269124.0976294635,1269124.0976294635,1269124.0976294635,1269124.0976294635
2018-09-14,1265523.9295383976,1265523.9295383976,1265523.9295383976,1265523.9295383976,1265523.9295383976
2018-09-17,1284346.7036701534,1284346.7036701534,1284346.7036701534,1284346.7036701534,1284346.7036701534
2018-09-18,1257977.070674233,1257977.070674233,1257977.070674233,1257977.070674233,1257977.070674233
2018-09-19,1257596.5647320675,1257596.5647320675,1257596.5647320675,1257596.5647320675,1257596.5647320675
2018-09-20,1242462.5084264409,1242462.5084264409,1242462.5084264409,1242462.5084264409,1242462.5084264409
2018-09-21,1244128.256596404,1244128.256596404,1244128.256596404,1244128.256596404,1244128.256596404
2018-09-24,1269976.8543098595,1269976.8543098595,1269976.8543098595,1269976.8543098595,1269976.8543098595
2018-09-25,1294795.3796100682,1294795.3796100682,1294795.3796100682,1294795.3796100682,1294795.3796100682
2018-09-26,1249906.2696741826,1249906.2696741826,1249906.2696741826,1249906.2696741826,1249906.2696741826
2018-09-27,1276034.0922600797,1276034.0922600797,1276034.0922600797,1276034.0922600797,1276034.0922600797
2018-09-28,1261315.0214988778,1261315.0214988778,1261315.0214988778,1261315.0214988778,1261315.0214988778
2018-10-01,1270651.2829082455,1270651.2829082455,1270651.2829082455,1270651.2829082455,1270651.2829082455
2018-10-02,1283778.7840830316,1283778.7840830316,1283778.7840830316,1283778.7840830316,1283778.7840830316
2018-10-03,1293555.1311179816,1293555.1311179816,1293555.1311179816,1293555.1311179816,1293555.1311179816
2018-10-04,1273052.8153400663,1273052.8153400663,1273052.8153400663,1273052.8153400663,1273052.8153400663
2018-10-05,1264063.0600276883,1264063.0600276883,1264063.0600276883,1264063.0600276883,1264063.0600276883
2018-10-08,1272009.4399560012,1272009.4399560012,1272009.4399560012,1272009.4399560012,1272009.4399560012
2018-10-09,1277436.738351331,1277436.738351331,1277436.738351331,1277436.738351331,1277436.738351331
2018-10-10,1260203.8085173913,1260203.8085173913,1260203.8085173913,1260203.8085173913,1260203.8085173913
2018-10-11,1246840.3686603587,1246840.3686603587,1246840.3686603587,1246840.3686603587,1246840.3686603587
2018-10-12,1257990.2844269508,1257990.2844269508,1257990.2844269508,1257990.2844269508,1257990.2844269508
2018-10-15,1265071.269308371,1265071.269308371,1265071.269308371,1265071.269308371,1265071.269308371
2018-10-16,1301609.7704284212,1301609.7704284212,1301609.7704284212,1301609.7704284212,1301609.7704284212
2018-10-17,1297559.323611495,1297559.323611495,1297559.323611495,1297559.323611495,1297559.323611495
2018-10-18,1305030.7997184137,1305030.7997184137,1305030.7997184137,1305030.7997184137,1305030.7997184137
2018-10-19,1271841.3420121744,1271841.3420121744,1271841.3420121744,1271841.3420121744,1271841.3420121744
2018-10-22,1258095.3901486443,1258095.3901486443,1258095.3901486443,1258095.3901486443,1258095.3901486443
2018-10-23,1254528.3726349731,1254528.3726349731,1254528.3726349731,1254528.3726349731,1254528.3726349731
2018-10-24,1218341.3490514997,1218341.3490514997,1218341.3490514997,1218341.3490514997,1218341.3490514997
2018-10-25,1214435.0681826863,1214435.0681826863,1214435.0681826863,1214435.0681826863,1214435.0681826863
2018-10-26,1222390.816753319,1222390.816753319,1222390.816753319,1222390.816753319,1222390.816753319
2018-10-29,1246493.045476593,1246493.045476593,1246493.045476593,1246493.045476593,1246493.045476593
2018-10-30,1273881.6056118193,1273881.6056118193,1273881.6056118193,1273881.6056118193,1273881.6056118193
2018-10-31,1260601.4124182304,1260601.4124182304,1260601.4124182304,1260601.4124182304,1260601.4124182304
2018-11-01,1248593.6234886942,1248593.6234886942,1248593.6234886942,1248593.6234886942,1248593.6234886942
2018-11-02,1244728.3946976382,1244728.3946976382,1244728.3946976382,1244728.3946976382,1244728.3946976382
2018-11-05,1254417.4427318042,1254417.4427318042,1254417.4427318042,1254417.4427318042,1254417.4427318042
2018-11-06,1251096.875129076,1251096.875129076,1251096.875129076,1251096.875129076,1251096.875129076
2018-11-07,1216282.8161444666,1216282.8161444666,1216282.8161444666,1216282.8161444666,1216282.8161444666
2018-11-08,1236418.763311255,1236418.763311255,1236418.763311255,1236418.763311255,1236418.763311255
2018-11-09,1196724.0013786715,1196724.0013786715,1196724.0013786715,1196724.0013786715,1196724.0013786715
2018-11-12,1222677.014114204,1222677.014114204,1222677.014114204,1222677.014114204,1222677.014114204
2018-11-13,1239584.1597759223,1239584.1597759223,1239584.1597759223,1239584.1597759223,1239584.1597759223
2018-11-14,1256516.28043634,1256516.28043634,1256516.28043634,1256516.28043634,1256516.28043634
2018-11-15,1252076.3788211504,1252076.3788211504,1252076.3788211504,1252076.3788211504,1252076.3788211504
2018-11-16,1269069.00036553,1269069.00036553,1269069.00036553,1269069.00036553,1269069.00036553
2018-11-19,1258587.0159862926,1258587.0159862926,1258587.0159862926,1258587.0159862926,1258587.0159862926
2018-11-20,1257153.5682184722,1257153.5682184722,1257153.5682184722,1257153.5682184722,1257153.5682184722
2018-11-21,1261643.7279594787,1261643.7279594787,1261643.7279594787,1261643.7279594787,1261643.7279594787
2018-11-22,1277679.9567064738,1277679.9567064738,1277679.9567064738,1277679.9567064738,1277679.9567064738
2018-11-23,1278100.19118919,1278100.19118919,1278100.19118919,1278100.19118919,1278100.19118919
2018-11-26,1289061.965836878,1289061.965836878,1289061.965836878,1289061.965836878,1289061.965836878
2018-11-27,1287909.9510582797,1287909.9510582797,1287909.9510582797,1287909.9510582797,1287909.9510582797
2018-11-28,1287212.2824263058,1287212.2824263058,1287212.2824263058,1287212.2824263058,1287212.2824263058
2018-11-29,1253484.7066987318,1253484.7066987318,1253484.7066987318,1253484.7066987318,1253484.7066987318
2018-11-30,1258245.1810191283,1258245.1810191283,1258245.1810191283,1258245.1810191283,1258245.1810191283
2018-12-03,1262156.466787474,1262156.466787474,1262156.466787474,1262156.466787474,1262156.466787474
2018-12-04,1270735.4939553535,1270735.4939553535,1270735.4939553535,1270735.4939553535,1270735.4939553535
2018-12-05,1265105.1269313875,1265105.1269313875,1265105.1269313875,1265105.1269313875,1265105.1269313875
2018-12-06,1265428.5851653311,1265428.5851653311,1265428.5851653311,1265428.5851653311,1265428.5851653311
2018-12-07,1263878.232652775,1263878.232652775,1263878.232652775,1263878.232652775,1263878.232652775
2018-12-10,1253416.875773739,1253416.875773739,1253416.875773739,1253416.875773739,1253416.875773739
2018-12-11,1251841.0746623594,1251841.0746623594,1251841.0746623594,1251841.0746623594,1251841.0746623594
2018-12-12,1266084.5641651282,1266084.5641651282,1266084.5641651282,1266084.5641651282,1266084.5641651282
2018-12-13,1285414.4608518395,1285414.4608518395,1285414.4608518395,1285414.4608518395,1285414.4608518395
2018-12-14,1280961.247932488,1280961.247932488,1280961.247932488,1280961.247932488,1280961.247932488
2018-12-17,1300174.0895845944,1300174.0895845944,1300174.0895845944,1300174.0895845944,1300174.0895845944
2018-12-18,1315811.2736215787,1315811.2736215787,1315811.2736215787,1315811.2736215787,1315811.2736215787
2018-12-19,1303285.9272286575,1303285.9272286575,1303285.9272286575,1303285.9272286575,1303285.9272286575
2018-12-20,1317195.664626577,1317195.664626577,1317195.664626577,1317195.664626577,1317195.664626577
2018-12-21,1310283.8317067642,1310283.8317067642,1310283.8317067642,1310283.8317067642,1310283.8317067642
2018-12-24,1290291.049244844,1290291.049244844,1290291.049244844,1290291.049244844,1290291.049244844
2018-12-25,1288452.930479287,1288452.930479287,1288452.930479287,1288452.930479287,1288452.930479287
2018-12-26,1281089.454187531,1281089.454187531,1281089.454187531,1281089.454187531,1281089.454187531
2018-12-27,1271817.9702731604,1271817.9702731604,1271817.9702731604,1271817.9702731604,1271817.9702731604
2018-12-28,1269087.226403947,1269087.226403947,1269087.226403947,1269087.226403947,1269087.226403947
2018-12-31,1275541.1685741178,1274780.1830017653,1275394.9044581777,1275402.3255895916,1274780.1829986237
2019-01-01,1276894.3458225203,1278387.9620504226,1277298.5913282852,1279512.0691315394,1278387.962049942
2019-01-02,1282411.607716076,1283236.7459973008,1282304.1506910252,1283891.120172531,1283236.746003773
2019-01-03,1276842.2866310817,1283429.6146310177,1278563.941119077,1276889.816937267,1283429.6146331583
2019-01-04,1276407.6525735927,1287786.9022964009,1279515.5509408498,1277637.2656407678,1287786.9023048624
2019-01-07,1268877.1303311882,1283451.692925934,1272825.6275356512,1272143.5754574556,1283451.692939671
2019-01-08,1260520.65704491,1282009.8567313363,1266566.2575348695,1265331.4075264805,1282009.8567440372
2019-01-09,1260356.6977878255,1283562.902467244,1266812.6797529988,1264435.3840945917,1283562.9024887157
2019-01-10,1260173.1121485045,1279563.9043259278,1265600.3372525268,1262334.1514980183,1279563.9043553567
2019-01-11,1263283.4381919135,1282709.1505774257,1268547.902793941,1265146.7254362132,1282709.1506058418
2019-01-14,1264827.1467264772,1281998.64276195,1269533.6765634872,1267300.0638674337,1281998.6427824656
2019-01-15,1271977.8477897057,1288213.0423014064,1276225.1891319302,1274479.7661752938,1288213.0423251211
2019-01-16,1267940.7621461472,1284953.166439151,1272392.1737540567,1271419.3358361193,1284953.1664576496
2019-01-17,1267991.32754378,1285291.3342442855,1272634.3715693932,1271912.1267625138,1285291.3342619934
2019-01-18,1266311.9520863367,1285413.3740671368,1271473.5405215228,1270899.3770962027,1285413.3740856037
